seqgen12,pstatabb,pname,orispl,genid,numblr,genstat,prmvr,fuelg1,namepcap,cfact,genntan,genntoz,generrc,genyronl,notes
810,AL,International Paper Prattville Mill,52140,GEN1,2,OP,ST,BLQ,40.5,0.657615987,233309.0,0.0,F923ST,1967,
811,AL,International Paper Prattville Mill,52140,GEN2,2,OP,ST,BLQ,49.3,0.719905156,310904.0,0.0,F923ST,1980,
812,AL,International Paper Riverdale Mill,54096,GEN1,6,OP,ST,NG,11.6,0.626171075,63629.0,0.0,F923ST,1967,
813,AL,International Paper Riverdale Mill,54096,GEN2,2,OP,ST,NG,37.4,0.757710058,248244.0,0.0,F923ST,1985,
814,AL,International Paper Riverdale Mill,54096,GEN3,6,OP,CA,NG,17,0.408521354,60837.0,0.0,F923ST,1994,
815,AL,International Paper Riverdale Mill,54096,GEN4,0,SB,CT,NG,38.2,0.716192713,239661.0,0.0,F923NONK,1994,
816,AL,James H Miller Jr,6002,1,1,OP,ST,SUB,705.5,0.744446116,4600811.0,0.0,F923ST,1978,
817,AL,James H Miller Jr,6002,2,1,OP,ST,SUB,705.5,0.761664062,4707221.0,0.0,F923ST,1985,
818,AL,James H Miller Jr,6002,3,1,OP,ST,SUB,705.5,0.650430246,4019776.0,0.0,F923ST,1989,
819,AL,James H Miller Jr,6002,4,1,OP,ST,SUB,705.5,0.695442366,4297959.0,0.0,F923ST,1991,
828,AL,Joseph M Farley,6001,1,1,OP,ST,NUC,888.2,0.890597191,6929409.0,0.0,F923NK,1977,
829,AL,Joseph M Farley,6001,2,1,OP,ST,NUC,888.2,1.00680356,7833568.0,0.0,F923NK,1981,
861,AL,McWilliams,533,VAN3,2,OP,CA,NG,177,0.679375951,1053386.0,0.0,F923ST,2002,
862,AL,Mead Coated Board,54802,GEN1,6,OP,ST,WDS,32,0.846154395,237194.0,0.0,F923ST,1966,
863,AL,Mead Coated Board,54802,GEN2,6,OP,ST,WDS,55.5,0.758716936,368873.0,0.0,F923ST,1990,
864,AL,Mead Coated Board,54802,GEN3,0,OP,GT,NG,25,0.83316895,182464.0,0.0,F923NONK,1998,
873,AL,Mobile Energy Services LLC,50407,GEN5,4,OP,ST,WDS,61,0.642007261,343063.0,0.0,F923ST,1985,
878,AL,Morgan Energy Center,55293,STG1,3,OP,CA,NG,270,0.582895315,1378664.0,0.0,F923ST,2003,
882,AL,Rock-Tenn Mill,54763,2TG,5,OP,ST,BLQ,12.5,0.897013699,98223.0,0.0,F923ST,1982,
883,AL,Rock-Tenn Mill,54763,3TG,5,RE,ST,BLQ,19,0.247933189,41266.0,0.0,F923ST,2003,
886,AL,Shell Offshore Yellowhammer,54730,701,0,OP,GT,NG,3.4,0.582191781,17340.0,0.0,F923NONK,1992,
887,AL,Sloss Industries Corp,50359,10,4,OP,ST,OG,12.5,0.326465753,35748.0,0.0,F923ST,1958,
892,AL,Tenaska Central Alabama Generating Stn,55440,ST1,3,OP,CA,NG,390.1,0.708807834,2422192.0,0.0,F923ST,2003,
896,AL,Tenaska Lindsay Hill Generating Station,55271,STG1,3,OP,CA,NG,390.1,0.329151933,1124803.0,0.0,F923ST,2002,
897,AL,Theodore Cogen Facility,7721,1,0,OP,CT,NG,229,0.538407011,1080066.0,0.0,F923NONK,2000,
898,AL,Theodore Cogen Facility,7721,2,1,OP,CA,NG,88.4,0.430889584,333674.0,0.0,F923ST,2000,
908,AL,U S Alliance Coosa Pines,54216,GEN7,5,OP,ST,BLQ,17.9,0.535451902,83961.0,0.0,F923ST,2007,
912,AL,Washington County Cogeneration Facility,7697,1,0,OP,CT,NG,82.6,0.756516247,547397.0,0.0,F923NONK,1999,
913,AL,Washington County Cogeneration Facility,7697,2,1,OP,CA,NG,39.9,0.535176411,187057.0,0.0,F923ST,1999,
917,AL,Westervelt Moundville Cogen,57467,TG1,2,OP,ST,WDS,8.8,0.523051577,40321.0,0.0,F923NONK,2011,
918,AL,Weyerhaeuser Pine Hill Operations,54752,NO1,2,OP,ST,WDS,40,0.891897831,312521.0,0.0,F923ST,1968,
919,AL,Weyerhaeuser Pine Hill Operations,54752,NO2,1,OP,ST,BLQ,37.4,0.655574683,214782.0,0.0,F923ST,1982,
937,AL,Widows Creek,50,7,1,OP,ST,BIT,575,0.49497975,2493213.0,0.0,F923ST,1961,
938,AL,Widows Creek,50,8,1,OP,ST,BIT,550,0.404543379,1949090.0,0.0,F923ST,1965,
966,AR,Arkansas Nuclear One,8055,1,1,OP,ST,NUC,902.5,0.940571092,7436061.0,0.0,F923NK,1974,
967,AR,Arkansas Nuclear One,8055,2,1,OP,ST,NUC,942.5,0.975869336,8057070.0,0.0,F923NK,1980,
968,AR,Ashdown,54104,GEN1,5,OP,ST,BLQ,19.5,0.680201382,116192.0,0.0,F923ST,1968,
969,AR,Ashdown,54104,GEN2,5,OP,ST,BLQ,47,0.672029535,276688.0,0.0,F923ST,1979,
970,AR,Ashdown,54104,GEN3,5,OP,ST,BLQ,45,0.552189244,217673.0,0.0,F923ST,1991,
971,AR,Ashdown,54104,GEN4,5,OP,ST,BLQ,45,0.51514967,203072.0,0.0,F923ST,1991,
984,AR,Carl Bailey,202,1,1,OP,ST,NG,120,0.044237062,46502.0,0.0,F923ST,1966,
988,AR,Cecil Lynch,167,3,1,SB,ST,NG,156.2,0.001886266,2581.0,0.0,F923ST,1954,
989,AR,Cecil Lynch,167,4,0,SB,IC,DFO,5.8,0.000157456,8.0,0.0,F923NONK,1967,
990,AR,Clearwater Paper APP CB,50638,GEN1,2,OP,ST,BLQ,20,0.955022831,167320.0,0.0,F923ST,1977,
991,AR,Columbia Flooring Melbourne,56182,Kato,0,OP,ST,WDS,2,0.035765982,626.6,0.0,F923NONK,1980,
992,AR,Cross Oil Refining & Marketing,58077,CROSS,0,OP,GT,NG,3.5,0.363936073,11158.3,0.0,F923NONK,1999,
1000,AR,Degray,187,1,0,OP,HY,WAT,40,0.012143265,4255.0,0.0,F923NONK,1972,
1001,AR,Degray,187,2,0,OP,PS,WAT,28,0.172904436,42410.0,0.0,F923NONK,1972,
1004,AR,Dell Power Station,55340,STG,2,OP,CA,NG,280.5,0.006017467,14786.0,0.0,F923ST,2007,
1011,AR,Flint Creek,6138,1,1,OP,ST,SUB,558,0.775579164,3791093.0,0.0,F923ST,1978,
1016,AR,Fulton,7825,1,0,OP,GT,NG,154.8,0.039960975,54189.0,0.0,F923NONK,2001,
1020,AR,Georgia-Pacific Crossett,10606,GEN4,5,OP,ST,BLQ,28,0.550925473,135131.0,0.0,F923ST,1962,
1021,AR,Georgia-Pacific Crossett,10606,GEN5,5,OP,ST,BLQ,30,0.668565449,175699.0,0.0,F923ST,1969,
1022,AR,Georgia-Pacific Crossett,10606,GEN6,5,OP,ST,BLQ,34,0.743274913,221377.0,0.0,F923ST,1982,
1038,AR,Harry L. Oswald,55221,G8,7,OP,CA,NG,105,0.081894977,75327.0,0.0,F923ST,2002,
1046,AR,Hot Spring Generating Facility,55418,ST1,2,OP,CA,NG,317,0.063093643,175206.0,0.0,F923ST,2002,
1048,AR,Independence,6641,1,1,OP,ST,SUB,900,0.671454465,5293747.0,0.0,F923ST,1983,
1049,AR,Independence,6641,2,1,OP,ST,SUB,900,0.650211948,5126271.0,0.0,F923ST,1984,
1050,AR,John W Turk Jr Power Plant,56564,1,1,OP,ST,SUB,609,0.055292192,294975.0,0.0,F923ST,2012,
1056,AR,Lake Catherine,170,1,1,SB,ST,NG,40,9.98858E-05,35.0,0.0,F923ST,1950,
1057,AR,Lake Catherine,170,2,1,SB,ST,NG,40,5.70776E-06,2.0,0.0,F923ST,1950,
1058,AR,Lake Catherine,170,3,1,SB,ST,NG,119.5,0.000847328,887.0,0.0,F923ST,1953,
1059,AR,Lake Catherine,170,4,1,OA,ST,NG,552.5,0.126458605,612047.0,0.0,F923ST,1970,
1067,AR,Magnet Cove,55714,ST1,2,OP,CA,NG,262,0.409858744,940675.0,0.0,F923ST,2005,
1068,AR,McClellan,203,1,1,OP,ST,NG,136,0.167283609,199295.0,0.0,F923ST,1972,
1105,AR,Pine Bluff Energy Center,55075,CT01,0,OP,CT,NG,180,0.758409437,1195860.0,0.0,F923NONK,2001,
1106,AR,Pine Bluff Energy Center,55075,ST01,1,OP,CA,NG,56,0.597776011,293245.0,0.0,F923ST,2001,
1107,AR,Pine Bluff Mill,10627,1TG1,6,OP,ST,BLQ,40,0.650265411,227853.0,0.0,F923ST,1958,
1108,AR,Pine Bluff Mill,10627,2TG1,6,OP,ST,BLQ,20,0.659257991,115502.0,0.0,F923ST,1958,
1109,AR,Pine Bluff Mill,10627,3TG1,6,OP,ST,BLQ,25,0.058292237,12766.0,0.0,F923ST,1962,
1110,AR,Plum Point Energy Station,56456,STG1,1,OP,ST,SUB,720,0.692308473,4366528.0,0.0,F923ST,2010,
1114,AR,Riceland Foods Cogeneration Plant,56079,STEC,2,OA,ST,OBS,18,0.070306951,11086.0,0.0,F923ST,1997,
1118,AR,Thomas Fitzhugh,201,1,1,OP,CA,NG,59,0.053983825,27901.0,0.0,F923ST,1963,
1119,AR,Thomas Fitzhugh,201,2,0,OP,CT,NG,126,0.078421034,86558.0,0.0,F923NONK,2002,
1134,AR,Union Power Partners LP,55380,STG1,2,OP,CA,NG,255,0.387827469,866329.0,0.0,F923ST,2003,
1135,AR,Union Power Partners LP,55380,STG2,2,OP,CA,NG,255,0.358523144,800869.0,0.0,F923ST,2003,
1136,AR,Union Power Partners LP,55380,STG3,2,OP,CA,NG,255,0.452908497,1011707.0,0.0,F923ST,2003,
1137,AR,Union Power Partners LP,55380,STG4,2,OP,CA,NG,255,0.506658161,1131773.0,0.0,F923ST,2003,
1138,AR,Warren Lumber Mill,50640,GEN6,1,OP,ST,WDS,15,0.46718417,61388.0,0.0,F923ST,1991,
1147,AR,White Bluff,6009,1,1,OP,ST,SUB,900,0.570828894,4500415.0,0.0,F923ST,1980,
1148,AR,White Bluff,6009,2,1,OP,ST,SUB,900,0.634931761,5005802.0,0.0,F923ST,1981,
1149,AR,White River Lock and Dam 1,57160,LD#1,0,OP,HY,WAT,4.3,0.366597643,13809.0,0.0,F923NONK,2007,
1150,AR,White River Lock and Dam 2,57161,LD#2,0,OP,HY,WAT,3.5,0.375342466,11508.0,0.0,F923NONK,2007,
1151,AR,White River Lock and Dam 3,57162,LD#3,0,OP,HY,WAT,4.3,0.54964426,20704.0,0.0,F923NONK,2006,
1156,AZ,Agua Fria,141,AF1,1,OP,ST,NG,113.6,0.018898924,18807.0,0.0,F923ST,1958,
1157,AZ,Agua Fria,141,AF2,1,OP,ST,NG,113.6,0.017133337,17050.0,0.0,F923ST,1957,
1158,AZ,Agua Fria,141,AF3,1,OP,ST,NG,163.2,0.011688323,16710.0,0.0,F923ST,1961,
1162,AZ,Agua Fria,141,PV-3,0,OP,PV,SUN,0.2,0.25,438.0,0.0,F923NONK,2001,
1163,AZ,Amonix UASTP Solar Power Station,57930,UAST,0,OP,PV,SUN,1.9,0.25210286,4196.0,0.0,F923NONK,2011,
1164,AZ,Apache Station,160,GT1,0,SB,CT,NG,11.5,4.96327E-05,5.0,0.0,F923NONK,1963,
1169,AZ,Apache Station,160,ST2,1,OP,ST,SUB,204,0.385324895,688591.0,0.0,F923ST,1979,
1170,AZ,Apache Station,160,ST3,1,OP,ST,SUB,204,0.516164719,922407.0,0.0,F923ST,1979,
1171,AZ,Arizona State University CHP,58199,G1,0,OP,CS,NG,9.2,0.569865371,45926.6,0.0,F923NONK,2006,
1180,AZ,Arlington Valley Energy Facility,55282,STG1,2,OP,CA,NG,317,0.247850856,688262.0,0.0,F923ST,2002,
1187,AZ,Avra Valley Solar,57657,1,0,OP,PV,SUN,26.5,0.009153959,2125.0,0.0,F923NONK,2012,
1191,AZ,Black Mountain Solar LLC,58042,1,0,OP,PV,SUN,9,0.011516996,908.0,0.0,F923NONK,2012,
1198,AZ,Buckeye Union HS District 201,58037,PV1,0,OP,PV,SUN,3.3,0.23810018,6883.0,0.0,F923NONK,2011,
1199,AZ,Catalyst Paper Snowflake Mill,50805,GEN1,3,RE,ST,SUB,27.2,0.428573227,102117.0,0.0,F923ST,1961,
1200,AZ,Catalyst Paper Snowflake Mill,50805,GEN2,3,RE,ST,SUB,43.3,0.23921457,90736.0,0.0,F923ST,1974,
1204,AZ,Chino Solar Valley,57560,PV1,0,OP,PV,SUN,7,0.102609263,6292.0,0.0,F923NONK,2012,
1205,AZ,Cholla,113,1,1,OP,ST,SUB,113.6,0.83416538,830108.0,0.0,F923ST,1962,
1206,AZ,Cholla,113,2,1,OP,ST,SUB,288.9,0.716179778,1812482.0,0.0,F923ST,1978,
1207,AZ,Cholla,113,3,1,OP,ST,SUB,312.3,0.598853403,1638312.0,0.0,F923ST,1980,
1208,AZ,Cholla,113,4,1,OP,ST,SUB,414,0.745582137,2703958.0,0.0,F923ST,1981,
1209,AZ,Cogeneration 1,56229,CT1,0,OP,CS,NG,9,0.735147133,57959.0,0.0,F923NONK,2002,
1224,AZ,Copper Crossing Solar LLC,57318,1,0,OP,PV,SUN,20,0.291672374,51101.0,0.0,F923NONK,2011,
1225,AZ,Coronado,6177,CO1,1,OP,ST,SUB,410.9,0.751070709,2703467.0,0.0,F923ST,1979,
1226,AZ,Coronado,6177,CO2,1,OP,ST,SUB,410.9,0.802130528,2887256.0,0.0,F923ST,1980,
1227,AZ,Cotton Center Solar,57561,PV1,0,OP,PV,SUN,17,0.310045662,46172.0,0.0,F923NONK,2011,
1232,AZ,Crosscut,143,CC5,0,OP,HY,WAT,3,0.073401826,1929.0,0.0,F923NONK,1939,
1238,AZ,Demoss Petrie,124,GT2,0,OP,GT,NG,85,0.0073704,5488.0,0.0,F923NONK,2001,
1241,AZ,Desert Basin,55129,STG,2,OP,CA,NG,272.1,0.196873128,469266.0,0.0,F923ST,2001,
1243,AZ,Douglas,114,1,0,OP,GT,DFO,26.1,0.000572963,131.0,0.0,F923NONK,1972,
1245,AZ,Dry Lake Wind II LLC,57379,1,0,OP,WT,WND,65.1,0.200073298,114097.0,0.0,F923NONK,2010,
1246,AZ,Dry Lake Wind LLC,57098,1,0,OP,WT,WND,63,0.204189317,112688.0,0.0,F923NONK,2009,
1268,AZ,Gila River Power Station,55306,ST11,2,OP,CA,NG,271,0.191726904,455152.0,0.0,F923ST,2003,
1269,AZ,Gila River Power Station,55306,ST12,2,OP,CA,NG,271,0.383992148,911582.0,0.0,F923ST,2003,
1270,AZ,Gila River Power Station,55306,ST9,2,OP,CA,NG,271,0.035713744,84783.0,0.0,F923ST,2003,
1285,AZ,Griffith Energy LLC,55124,STG,2,OP,CA,NG,301.8,0.20371606,538578.0,0.0,F923ST,2002,
1286,AZ,H Wilson Sundt Generating Station,126,4,1,OP,ST,SUB,173.3,0.30695774,465995.0,0.0,F923ST,1967,
1289,AZ,H Wilson Sundt Generating Station,126,ST1,1,OP,ST,NG,108.8,0.084697321,80724.0,0.0,F923ST,1958,
1290,AZ,H Wilson Sundt Generating Station,126,ST2,1,OP,ST,NG,108.8,0.084507412,80543.0,0.0,F923ST,1960,
1291,AZ,H Wilson Sundt Generating Station,126,ST3,1,OP,ST,NG,113.6,0.16892063,168099.0,0.0,F923ST,1962,
1295,AZ,Harquahala Generating Project,55372,STG1,1,OP,CA,NG,160,0.146008134,204645.0,0.0,F923ST,2004,
1296,AZ,Harquahala Generating Project,55372,STG2,1,OP,CA,NG,160,0.136316353,191061.0,0.0,F923ST,2004,
1297,AZ,Harquahala Generating Project,55372,STG3,1,OP,CA,NG,160,0.093062215,130436.0,0.0,F923ST,2004,
1314,AZ,Horse Mesa,145,HM4,0,OP,PS,WAT,99.8,0.015725515,13748.0,0.0,F923NONK,1972,
1331,AZ,Jewish Community Center PV,58292,JCC,0,OP,PV,SUN,1.1,0.060190951,580.0,0.0,F923NONK,2012,
1332,AZ,Kingman 1,57775,PV,0,OP,PV,SUN,0.5,0.225342466,987.0,0.0,F923NONK,2011,
1333,AZ,Kingman 1,57775,WGNS,0,OP,WT,WND,10,0.258287671,22626.0,0.0,F923NONK,2011,
1339,AZ,Kyrene,147,KY7,0,OP,CT,NG,170,0.488195004,727020.0,0.0,F923NONK,2002,
1340,AZ,Kyrene,147,KY7A,1,OP,CA,NG,122,0.389325548,416080.0,0.0,F923ST,2002,
1341,AZ,La Senita,57556,1,0,OP,PV,SUN,1,0.244178082,2139.0,0.0,F923NONK,2011,
1344,AZ,Macys Goodyear,57673,1,0,OP,PV,SUN,3.5,0.182778865,5604.0,0.0,F923NONK,2010,
1349,AZ,Mesquite Generating Station Block 2,55481,ST1,2,OP,CA,NG,321,0.362356861,1018933.0,0.0,F923ST,2003,
1350,AZ,Mesquite Generating Station Block 2,55481,ST2,2,OP,CA,NG,321,0.428485825,1204885.0,0.0,F923ST,2003,
1364,AZ,Mormon Flat,148,MF1,0,OP,HY,WAT,9.2,0.243758686,19645.0,0.0,F923NONK,1926,
1365,AZ,Mormon Flat,148,MF2,0,OP,PS,WAT,54.3,0.033399346,15887.0,0.0,F923NONK,1971,
1366,AZ,Navajo,4941,NAV1,1,OP,ST,BIT,803.1,0.752707687,5295416.0,0.0,F923ST,1974,
1367,AZ,Navajo,4941,NAV2,1,OP,ST,BIT,803.1,0.757485122,5329026.0,0.0,F923ST,1975,
1368,AZ,Navajo,4941,NAV3,1,OP,ST,BIT,803.1,0.748188953,5263626.0,0.0,F923ST,1976,
1377,AZ,Ocotillo,116,1,1,OP,ST,NG,113.6,0.040613544,40416.0,0.0,F923ST,1960,
1378,AZ,Ocotillo,116,2,1,OP,ST,NG,113.6,0.02999992,29854.0,0.0,F923ST,1960,
1384,AZ,Palo Verde,6008,1,1,OP,ST,NUC,1403.1,0.934181781,11482174.0,0.0,F923NK,1986,
1385,AZ,Palo Verde,6008,2,1,OP,ST,NUC,1403.1,0.842725778,10358074.0,0.0,F923NK,1986,
1386,AZ,Palo Verde,6008,3,1,OP,ST,NUC,1403.1,0.821213887,10093668.0,0.0,F923NK,1988,
1387,AZ,Paloma Solar,57562,PV1,0,OP,PV,SUN,17,0.287691378,42843.0,0.0,F923NONK,2011,
1391,AZ,Prairie Fire,58171,GEN1,0,OP,PV,SUN,5,0.00109589,48.0,0.0,F923NONK,2012,
1394,AZ,Prescott Solar Plant,58147,PV1,0,OP,PV,SUN,10.8,0.289288432,27369.0,0.0,F923NONK,2011,
1395,AZ,Queen Creek Solar Farm,57883,GEN1,0,OP,PV,SUN,19,0.056452776,9396.0,0.0,F923NONK,2012,
1396,AZ,RE Ajo 1 LLC,57795,1,0,OP,PV,SUN,4.5,0.262683917,10355.0,0.0,F923NONK,2011,
1397,AZ,RE Bagdad Solar I LLC,57790,1,0,OP,PV,SUN,16.6,0.247400561,35976.0,0.0,F923NONK,2011,
1402,AZ,Red Hawk,55455,ST1,2,OP,CA,NG,204,0.469772921,839503.0,0.0,F923ST,2002,
1403,AZ,Red Hawk,55455,ST2,2,OP,CA,NG,204,0.51181339,914631.0,0.0,F923ST,2002,
1404,AZ,Roger Road WWTP,57524,1,0,OP,PV,SUN,1.1,0.225404732,2172.0,0.0,F923NONK,2010,
1405,AZ,Roosevelt,149,ROOS,0,OP,HY,WAT,36,0.297574201,93843.0,0.0,F923NONK,1973,
1406,AZ,Saddle Mountain Solar I,58213,AZ2,0,OP,PV,SUN,15,0.011430746,1502.0,0.0,F923NONK,2012,
1419,AZ,Santan,8068,ST5S,2,OP,CA,NG,314.5,0.196855195,542340.0,0.0,F923ST,2005,
1421,AZ,Santan,8068,ST6S,1,OP,CA,NG,136.1,0.393344103,468959.0,0.0,F923ST,2006,
1422,AZ,Snowflake White Mountain Power LLC,56616,G3,1,OP,ST,WDS,27.2,0.763916868,182020.0,0.0,F923ST,2008,
1425,AZ,South Consolidated,100,SC1,0,OP,HY,WAT,1.4,0.107142857,1314.0,0.0,F923NONK,1981,
1428,AZ,South Point Energy Center,55177,ST1,2,OP,CA,NG,236,0.22753802,470403.0,0.0,F923ST,2001,
1429,AZ,Springerville,8223,1,1,OP,ST,SUB,424.8,0.786271971,2925913.0,0.0,F923ST,1985,
1430,AZ,Springerville,8223,2,1,OP,ST,SUB,424.8,0.790702743,2942401.0,0.0,F923ST,1990,
1431,AZ,Springerville,8223,3,1,OP,ST,SUB,450,0.503547945,1984986.0,0.0,F923ST,2006,
1432,AZ,Springerville,8223,4,1,OP,ST,SUB,450,0.582457889,2296049.0,0.0,F923ST,2009,
1436,AZ,Stewart Mountain,150,SM,0,OP,HY,WAT,13,0.358263084,40799.0,0.0,F923NONK,1930,
1455,AZ,UASTP I,57392,UATP1,0,OP,PV,SUN,1.2,0.289003044,3038.0,0.0,F923NONK,2010,
1456,AZ,UASTP II,57717,UATP2,0,OP,PV,SUN,2.8,0.324363992,7956.0,0.0,F923NONK,2012,
1481,AZ,West Phoenix,117,C5-3,2,OP,CA,NG,200.6,0.396811848,697300.0,0.0,F923ST,2003,
1492,AZ,Yucca,120,ST1,1,OP,ST,NG,86.7,0.153407804,116512.0,0.0,F923ST,1959,
1493,AZ,Yuma Cogeneration Associates,54694,GEN1,0,OP,CT,NG,44.1,0.156053593,60286.0,0.0,F923NONK,1994,
1494,AZ,Yuma Cogeneration Associates,54694,GEN2,1,OP,CA,NG,18.5,0.145785512,23626.0,0.0,F923ST,1994,
1495,CA,1420 Coil Av #C,57310,1,0,OP,PV,SUN,1.1,0.22550851,2173.0,0.0,F923NONK,2011,
1496,CA,2555 E Olympic Bl,57871,1,0,OP,PV,SUN,1,0.198630137,1740.0,0.0,F923NONK,2012,
1497,CA,85 A,52162,WGNS,0,OP,WT,WND,14.1,0.119952071,14816.0,0.0,F923NONK,1985,
1498,CA,85 B,52163,WTGN,0,OP,WT,WND,21.2,0.105453606,19584.0,0.0,F923NONK,1985,
1503,CA,ACE Cogeneration Facility,10002,GEN1,1,OP,ST,BIT,108,0.587092001,555436.0,0.0,F923ST,1990,
1504,CA,Adelanto Solar Project,57305,1,0,OP,PV,SUN,10,0.234018265,20500.0,0.0,F923NONK,2012,
1512,CA,Aerojet I,57697,1,0,OP,PV,SUN,3,0.260616438,6849.0,0.0,F923NONK,2009,
1513,CA,Aerojet II,57698,1,0,OP,PV,SUN,2.7,0.193176053,4569.0,0.0,F923NONK,2010,
1514,CA,Aeroturbine,56214,WT120,0,OP,WT,WND,4.7,0.135601865,5583.0,0.0,F923NONK,1989,
1515,CA,AES Alamitos LLC,315,1,1,OP,ST,NG,156,0.023943332,32720.0,0.0,F923ST,1956,
1516,CA,AES Alamitos LLC,315,2,1,OP,ST,NG,156,0.04326045,59118.0,0.0,F923ST,1957,
1517,CA,AES Alamitos LLC,315,3,1,OP,ST,NG,310,0.13879511,376912.0,0.0,F923ST,1961,
1518,CA,AES Alamitos LLC,315,4,1,OP,ST,NG,310,0.102287156,277771.0,0.0,F923ST,1962,
1519,CA,AES Alamitos LLC,315,5,1,OP,ST,NG,495,0.095939994,416015.0,0.0,F923ST,1964,
1520,CA,AES Alamitos LLC,315,6,1,OP,ST,NG,495,0.069694894,302211.0,0.0,F923ST,1966,
1522,CA,AES Huntington Beach LLC,335,1,1,OP,ST,NG,218,0.12985474,247981.0,0.0,F923ST,1958,
1523,CA,AES Huntington Beach LLC,335,2,1,OP,ST,NG,218,0.28103609,536689.0,0.0,F923ST,1958,
1524,CA,AES Huntington Beach LLC,335,3,1,RE,ST,NG,225,0.082321157,162255.0,0.0,F923ST,1961,
1525,CA,AES Huntington Beach LLC,335,4,1,RE,ST,NG,227,0.110985054,220696.0,0.0,F923ST,1961,
1527,CA,AES Redondo Beach LLC,356,5,1,OP,ST,NG,163.2,0.032936448,47087.0,0.0,F923ST,1954,
1528,CA,AES Redondo Beach LLC,356,6,1,OP,ST,NG,163.2,0.054585376,78037.0,0.0,F923ST,1957,
1529,CA,AES Redondo Beach LLC,356,7,1,OP,ST,NG,495,0.08310387,360355.0,0.0,F923ST,1967,
1530,CA,AES Redondo Beach LLC,356,8,1,OP,ST,NG,495,0.014334902,62159.0,0.0,F923ST,1967,
1532,CA,Agnews Power Plant,50748,GEN1,0,OP,CT,NG,24.4,0.52640542,112516.0,0.0,F923NONK,1990,
1533,CA,Agnews Power Plant,50748,GEN2,0,OP,CA,NG,7.6,0.4796323,31932.0,0.0,F923NONK,1990,
1534,CA,Agua Mansa Power Plant,55951,AMP1,0,OP,GT,NG,60.5,0.081295521,43085.0,0.0,F923NONK,2003,
1539,CA,Alamo,905,1,0,OP,HY,WAT,19.6,0.170877598,29339.0,0.0,F923NONK,1986,
1540,CA,Algonquin Power Sanger LLC,57564,CTG,0,OP,CT,NG,49,0.236203523,101388.0,0.0,F923NONK,2007,
1557,CA,Alta Wind Energy Center I,57282,AW01,0,OP,WT,WND,150,0.269248858,353793.0,0.0,F923NONK,2011,
1558,CA,Alta Wind Energy Center II,57291,AW02,0,OP,WT,WND,150,0.225369102,296135.0,0.0,F923NONK,2011,
1559,CA,Alta Wind Energy Center III,57292,AW03,0,OP,WT,WND,150,0.242318874,318407.0,0.0,F923NONK,2011,
1560,CA,Alta Wind Energy Center IV,57293,AW04,0,OP,WT,WND,102,0.168235742,150322.0,0.0,F923NONK,2011,
1561,CA,Alta Wind Energy Center V,57294,AW05,0,OP,WT,WND,168,0.165618885,243738.0,0.0,F923NONK,2011,
1562,CA,Alta Wind VI,57833,AW06,0,OP,WT,WND,150,0.13829376,181718.0,0.0,F923NONK,2012,
1563,CA,Alta Wind VIII,57835,AW08,0,OP,WT,WND,150,0.170547945,224100.0,0.0,F923NONK,2012,
1571,CA,Altamont Pass Windplant,50712,GEN1,0,OP,WT,WND,332.5,0.130168915,379143.0,0.0,F923NONK,1983,
1599,CA,Ampersand Chowchilla Biomass LLC,56706,AMPC,1,OP,ST,WDS,12.5,0.539716895,59099.0,0.0,F923ST,2008,
1600,CA,Anaheim GT,7693,1,0,OP,GT,NG,49.2,0.148879794,64166.0,0.0,F923NONK,1991,
1601,CA,Angels,215,1,0,OP,HY,WAT,1.4,0.470645793,5772.0,0.0,F923NONK,1940,
1603,CA,Argus Cogen Plant,10684,TG5,3,SB,ST,BIT,7.5,0.001187215,78.0,0.0,F923ST,1947,
1604,CA,Argus Cogen Plant,10684,TG8,2,OP,ST,BIT,27.5,0.782382731,188476.0,0.0,F923ST,1978,
1605,CA,Argus Cogen Plant,10684,TG9,2,OP,ST,BIT,27.5,0.777447073,187287.0,0.0,F923ST,1978,
1613,CA,Ausra Kimberlina Solar Generation,56943,1,0,OP,ST,SUN,5,0.003720548,163.0,0.0,F923NONK,2009,
1615,CA,Avenal Park,57359,1,0,OP,PV,SUN,6,0.242123288,12726.0,0.0,F923NONK,2011,
1617,CA,Azusa,6449,1,0,OP,HY,WAT,3,0.169406393,4452.0,0.0,F923NONK,1949,
1620,CA,Badger Creek Cogen,10650,GEN1,0,OP,GT,NG,46,0.5216622,210209.0,0.0,F923NONK,1991,
1621,CA,Bakersfield College Solar 01,57655,BC01,0,OP,PV,SUN,1.1,0.222810295,2147.0,0.0,F923NONK,2010,
1622,CA,Balch 1,217,1,0,OP,HY,WAT,31,0.385933127,104804.0,0.0,F923NONK,1927,
1625,CA,Barre Peaker,56474,1,0,OP,GT,NG,49.8,0.058469036,25507.0,0.0,F923NONK,2007,
1628,CA,Bear Creek,50156,GEN1,0,OP,HY,WAT,3.2,0.118436073,3320.0,0.0,F923NONK,1990,
1630,CA,Bear Mountain Cogen,10649,GEN1,0,OP,GT,NG,46,0.52973248,213461.0,0.0,F923NONK,1995,
1640,CA,Beardsley,414,1,0,OP,HY,WAT,10,0.384954338,33722.0,0.0,F923NONK,1957,
1641,CA,Belden,219,1,0,OP,HY,WAT,117.9,0.196519378,202966.0,0.0,F923NONK,1969,
